,month,location,Violence and sexual offences,Anti-social behaviour,Public order,Criminal damage and arson,Other theft,Vehicle crime,Burglary,Shoplifting,Drugs,Bicycle theft,Other crime,Robbery,Possession of weapons,Theft from the person
272,2020-12,derbyshire-street,2902,2623.0,599,745,416,323,406,317,204,60,131,39,59,44
273,2020-12,devon-and-cornwall-street,3623,2888.0,524,918,500,207,239,282,438,33,180,35,83,21
274,2020-12,dorset-street,1597,1989.0,230,576,384,279,245,167,89,62,32,34,24,11
275,2020-12,durham-street,1925,1191.0,371,672,278,177,219,283,109,23,127,9,26,33
276,2020-12,dyfed-powys-street,1190,631.0,223,255,156,54,114,95,127,6,50,2,12,5
277,2020-12,essex-street,5423,4721.0,1101,999,797,816,547,560,459,83,223,76,77,86
278,2020-12,gloucestershire-street,1243,2103.0,203,349,254,184,187,178,149,38,84,28,17,9
279,2020-12,gwent-street,1396,1390.0,483,65,232,212,161,183,140,16,81,15,20,7
280,2020-12,hampshire-street,4491,2068.0,1129,1167,685,611,663,542,431,156,178,78,122,91
281,2020-12,hertfordshire-street,2243,1617.0,413,591,584,565,344,457,225,72,127,59,34,70
282,2020-12,humberside-street,2581,1058.0,757,684,407,264,425,480,153,73,175,36,45,22
283,2020-12,kent-street,6034,3508.0,845,1366,868,617,543,612,356,68,411,102,66,65
284,2020-12,lancashire-street,5405,5921.0,716,1385,838,543,755,453,295,70,295,63,105,63
285,2020-12,leicestershire-street,2748,742.0,747,717,464,445,322,223,263,81,183,42,58,47
286,2020-12,lincolnshire-street,1638,1439.0,313,465,282,160,257,291,135,47,112,27,33,7
287,2020-12,merseyside-street,4600,3008.0,1144,1041,567,466,677,435,971,86,234,90,91,101
288,2020-12,metropolitan-street,17836,29377.0,3888,4087,6331,7758,4765,2690,3624,1313,779,2021,392,3075
289,2020-12,norfolk-street,2623,738.0,534,606,307,141,147,248,159,51,186,24,32,14
290,2020-12,north-wales-street,1992,1172.0,388,457,295,78,150,178,126,15,93,11,17,8
291,2020-12,north-yorkshire-street,1519,2438.0,295,466,250,106,205,262,157,54,79,9,25,12
292,2020-12,northamptonshire-street,2616,1278.0,426,510,349,456,320,167,157,39,135,68,60,37
293,2020-12,northern-ireland-street,3375,4586.0,98,1252,716,206,357,376,781,31,207,54,85,25
294,2020-12,northumbria-street,4164,4397.0,1280,1453,802,523,515,674,293,81,296,42,77,61
295,2020-12,nottinghamshire-street,2465,2758.0,476,732,524,403,393,658,388,79,195,59,72,80
296,2020-12,south-wales-street,2983,3740.0,783,844,506,595,376,459,416,80,159,47,49,47
297,2020-12,south-yorkshire-street,4163,2326.0,1025,1254,734,957,886,429,462,65,399,129,178,63
298,2020-12,staffordshire-street,2103,1722.0,253,580,371,298,220,298,88,35,75,44,31,11
299,2020-12,suffolk-street,1934,665.0,370,437,269,262,191,205,158,33,107,20,32,18
300,2020-12,surrey-street,1881,2395.0,557,603,447,379,283,224,280,58,115,34,47,25
301,2020-12,sussex-street,3287,4156.0,826,1069,666,439,358,495,386,145,201,55,85,76
302,2020-12,thames-valley-street,5698,1568.0,1289,1318,1118,1020,599,655,653,232,290,104,126,240
303,2020-12,warwickshire-street,1261,858.0,204,268,229,267,188,199,112,29,58,19,33,12
304,2020-12,west-mercia-street,2660,3966.0,375,555,472,248,399,379,229,50,129,39,57,34
305,2020-12,west-midlands-street,12650,3982.0,2385,2132,1392,2257,1708,982,543,147,578,615,362,217
306,2020-12,west-yorkshire-street,9035,3417.0,2253,2052,1287,948,1185,934,791,105,570,218,178,153
307,2020-12,wiltshire-street,1313,1142.0,221,404,188,180,164,178,109,24,38,19,15,17
308,2021-01,avon-and-somerset-street,3450,1904.0,1126,997,618,708,473,429,256,119,166,68,71,41
309,2021-01,bedfordshire-street,1372,1030.0,323,311,257,459,212,159,126,38,84,35,29,24
310,2021-01,btp-street,417,,431,336,183,22,6,43,328,66,24,81,72,135
311,2021-01,cambridgeshire-street,1972,935.0,379,435,334,278,240,171,205,87,105,34,49,28
312,2021-01,cheshire-street,2988,2552.0,844,519,317,153,268,251,133,28,134,27,21,16
313,2021-01,city-of-london-street,43,61.0,13,5,17,6,6,34,33,5,10,1,3,10
314,2021-01,cleveland-street,1995,1928.0,418,623,321,231,287,409,179,26,155,47,35,22
315,2021-01,cumbria-street,951,1005.0,220,291,146,53,78,103,102,7,42,17,7,2
316,2021-01,derbyshire-street,2726,3761.0,584,642,395,324,325,269,221,38,191,37,54,32
317,2021-01,devon-and-cornwall-street,3099,2801.0,423,805,414,206,254,289,399,38,180,23,76,17
318,2021-01,dorset-street,1416,2085.0,223,411,281,271,233,188,105,62,27,31,15,15
319,2021-01,durham-street,1888,1274.0,293,565,297,132,208,239,132,10,134,11,17,8
320,2021-01,dyfed-powys-street,1236,782.0,185,255,140,38,103,79,186,9,44,3,28,3
321,2021-01,essex-street,5309,5509.0,969,912,691,717,498,461,504,68,234,80,88,25
322,2021-01,gloucestershire-street,1234,2808.0,208,297,230,159,180,187,136,19,79,28,21,7
323,2021-01,gwent-street,1593,2273.0,477,56,244,183,170,154,199,15,106,21,27,9
324,2021-01,hampshire-street,4435,2117.0,1015,1012,614,619,687,568,498,98,168,71,84,47
325,2021-01,hertfordshire-street,2049,1583.0,380,514,507,632,266,456,221,65,116,40,45,40
326,2021-01,humberside-street,2648,899.0,665,656,343,211,377,348,145,49,205,30,27,22
327,2021-01,kent-street,6106,4198.0,916,1393,845,692,524,618,393,59,433,72,87,37
328,2021-01,lancashire-street,4663,7665.0,639,1078,736,539,706,490,285,35,289,68,66,41
329,2021-01,leicestershire-street,2703,681.0,680,671,465,466,281,185,235,84,202,43,54,42
330,2021-01,lincolnshire-street,1514,1980.0,267,356,244,138,196,295,130,23,81,15,30,8
331,2021-01,merseyside-street,4159,3315.0,979,931,479,532,675,422,1036,89,214,82,84,56
332,2021-01,metropolitan-street,16307,33642.0,3448,3634,4827,7675,4299,2092,3708,1058,744,1445,350,1619
333,2021-01,norfolk-street,2336,700.0,467,486,281,127,152,176,176,56,126,20,27,15
334,2021-01,north-wales-street,1930,1023.0,392,409,235,81,128,181,120,21,94,13,14,6
335,2021-01,north-yorkshire-street,1427,3018.0,242,348,214,110,144,178,163,27,55,13,29,10
336,2021-01,northamptonshire-street,2333,1595.0,372,440,309,335,294,184,126,39,138,58,51,21
337,2021-01,northern-ireland-street,3077,5067.0,106,1160,642,185,283,289,650,29,210,25,71,9
338,2021-01,northumbria-street,3892,5753.0,1048,1261,682,504,435,634,284,64,271,55,82,29
339,2021-01,nottinghamshire-street,2438,3401.0,456,683,475,380,350,637,370,57,218,53,85,50
340,2021-01,south-wales-street,2889,5791.0,822,820,502,467,358,415,474,76,156,51,76,38
341,2021-01,south-yorkshire-street,3994,2297.0,936,1251,641,842,957,409,380,55,375,109,107,45
342,2021-01,staffordshire-street,2638,1623.0,279,646,404,317,256,295,110,34,103,41,33,13
343,2021-01,suffolk-street,1620,589.0,291,375,225,202,157,146,124,29,79,20,26,17
344,2021-01,surrey-street,1846,2401.0,525,532,377,431,262,196,236,51,131,36,34,17
345,2021-01,sussex-street,3245,5265.0,685,862,537,504,320,461,393,91,203,42,92,37
346,2021-01,thames-valley-street,5318,1604.0,1180,1108,1062,893,536,558,604,195,284,72,113,129
347,2021-01,warwickshire-street,1112,1067.0,194,239,217,265,145,169,108,9,62,17,17,5
348,2021-01,west-mercia-street,2550,4065.0,301,477,422,308,371,366,198,26,124,33,54,18
349,2021-01,west-midlands-street,12365,4785.0,2132,1891,1348,2121,1611,811,518,79,507,531,282,136
350,2021-01,west-yorkshire-street,8998,3462.0,2150,1891,1250,977,1108,878,784,70,593,167,168,103
351,2021-01,wiltshire-street,1156,1139.0,212,318,181,135,120,164,92,19,47,26,26,8
352,2021-02,avon-and-somerset-street,3293,1905.0,1137,956,551,560,421,421,275,114,179,77,63,32
353,2021-02,bedfordshire-street,1351,1083.0,365,354,222,372,216,206,162,46,62,27,33,20
354,2021-02,btp-street,399,,357,327,180,31,8,43,369,80,39,55,87,149
355,2021-02,cambridgeshire-street,1751,970.0,411,386,339,348,229,210,159,115,138,42,37,30
356,2021-02,cheshire-street,2795,2507.0,860,517,319,166,270,293,122,40,91,25,17,12
357,2021-02,city-of-london-street,28,67.0,12,12,9,7,4,26,33,6,14,7,5,20
358,2021-02,cleveland-street,1936,1717.0,475,613,334,164,293,322,185,20,118,28,38,12
359,2021-02,cumbria-street,1002,809.0,230,273,156,73,105,96,105,8,45,8,9,3
360,2021-02,derbyshire-street,2634,3465.0,573,592,384,374,296,281,239,37,154,53,61,38
361,2021-02,devon-and-cornwall-street,2972,2585.0,405,775,414,178,215,348,376,23,184,34,61,16
362,2021-02,dorset-street,1308,1661.0,232,440,257,286,230,183,103,55,33,19,22,12
363,2021-02,durham-street,1917,1454.0,336,598,268,160,148,211,98,11,122,10,17,15
364,2021-02,dyfed-powys-street,1061,396.0,231,212,136,40,86,70,169,9,56,4,17,5
365,2021-02,essex-street,5136,5181.0,1040,978,648,807,453,471,547,70,258,89,76,42
366,2021-02,gloucestershire-street,1245,2303.0,183,327,215,149,191,158,119,28,96,27,16,11
367,2021-02,gwent-street,1371,2100.0,443,67,244,161,183,149,138,10,104,21,22,10
368,2021-02,hampshire-street,4248,2091.0,1073,991,638,944,626,624,487,126,196,91,97,40
369,2021-02,hertfordshire-street,1951,1624.0,402,509,482,529,258,474,266,80,176,35,51,48
370,2021-02,humberside-street,2407,1200.0,628,662,344,178,318,357,122,57,199,28,24,17
371,2021-02,kent-street,6053,4570.0,892,1377,799,548,510,645,341,55,430,86,85,39
372,2021-02,lancashire-street,4370,7307.0,596,1115,719,466,592,466,253,37,286,52,71,38
373,2021-02,leicestershire-street,2595,676.0,674,625,489,340,271,221,253,64,165,72,34,30
374,2021-02,lincolnshire-street,1531,2011.0,309,346,263,165,195,269,126,57,90,24,34,2
375,2021-02,merseyside-street,4015,3434.0,1053,903,502,461,620,468,1027,101,270,69,81,55
376,2021-02,metropolitan-street,16215,29154.0,3379,3551,4616,7626,4062,2243,4063,1107,740,1324,378,1516
377,2021-02,norfolk-street,2249,746.0,514,407,270,142,144,160,170,50,144,16,32,19
378,2021-02,north-wales-street,1854,1006.0,426,381,246,88,116,176,132,9,89,14,18,3
379,2021-02,north-yorkshire-street,1152,2784.0,230,304,177,96,127,187,152,52,61,13,26,4
380,2021-02,northamptonshire-street,2079,1413.0,417,410,340,362,233,176,132,45,126,56,45,9
381,2021-02,northern-ireland-street,3132,5067.0,88,1380,614,184,273,251,651,24,200,36,74,8
382,2021-02,northumbria-street,3625,5585.0,1075,1225,696,423,411,593,311,67,298,52,78,37
383,2021-02,nottinghamshire-street,2354,3265.0,476,737,470,442,360,719,366,72,192,53,76,44
384,2021-02,south-wales-street,2775,5428.0,858,706,460,427,338,382,520,69,155,26,45,46
385,2021-02,south-yorkshire-street,3708,2498.0,995,1136,658,907,787,431,335,45,333,101,93,22
386,2021-02,staffordshire-street,2365,1701.0,246,528,379,297,219,319,119,30,94,47,39,22
387,2021-02,suffolk-street,1504,671.0,344,347,226,173,131,153,118,25,83,17,18,5
388,2021-02,surrey-street,1818,2128.0,473,513,392,469,234,223,274,72,108,20,43,11
389,2021-02,sussex-street,3001,4715.0,734,804,545,488,325,460,442,80,213,63,95,27
390,2021-02,thames-valley-street,5077,1712.0,1113,1122,987,865,494,628,646,214,248,73,108,128
391,2021-02,warwickshire-street,1131,908.0,179,223,192,181,130,164,104,13,77,17,40,12
392,2021-02,west-mercia-street,2297,4041.0,332,550,397,281,349,381,205,21,122,30,44,17
393,2021-02,west-midlands-street,11736,3608.0,2346,1904,1300,2240,1398,859,547,100,559,521,300,157
394,2021-02,west-yorkshire-street,8574,3531.0,2331,1863,1174,1072,1041,876,697,93,561,155,143,108
395,2021-02,wiltshire-street,1112,1125.0,205,324,183,111,125,162,99,22,63,20,30,11
396,2021-03,avon-and-somerset-street,4274,2709.0,1499,1149,654,724,572,511,292,182,228,109,74,69
397,2021-03,bedfordshire-street,1605,1300.0,453,414,264,318,171,278,148,60,84,40,33,17
398,2021-03,btp-street,650,,568,440,240,47,6,57,351,192,30,56,57,170
399,2021-03,cambridgeshire-street,2075,1306.0,532,475,380,368,294,217,176,192,146,44,44,24
400,2021-03,cheshire-street,3422,2706.0,1140,672,385,160,300,329,111,34,124,43,24,14
401,2021-03,city-of-london-street,53,62.0,35,12,18,11,5,34,67,9,18,4,5,22
402,2021-03,cleveland-street,2242,2157.0,614,729,334,260,298,364,206,30,210,47,35,17
403,2021-03,cumbria-street,1177,917.0,294,349,170,41,112,113,109,19,86,9,20,7
404,2021-03,derbyshire-street,3389,3702.0,806,705,490,391,363,341,241,57,198,57,60,38
405,2021-03,devon-and-cornwall-street,3880,3222.0,647,1027,429,246,251,328,415,39,222,37,94,28
406,2021-03,dorset-street,1716,2203.0,307,486,336,299,235,179,94,79,35,19,14,18
407,2021-03,durham-street,2367,1797.0,440,688,292,182,193,271,123,30,153,17,19,19
408,2021-03,dyfed-powys-street,1485,789.0,345,340,175,46,102,61,177,12,52,2,14,4
409,2021-03,essex-street,6153,5236.0,1348,1166,784,1002,516,536,631,106,332,113,102,40
410,2021-03,gloucestershire-street,1525,2527.0,311,388,268,169,151,188,163,45,93,27,23,14
411,2021-03,gwent-street,1574,2260.0,586,88,269,179,163,191,123,17,118,16,19,5
412,2021-03,hampshire-street,5745,2701.0,1591,1310,751,885,641,703,549,149,244,71,163,74
413,2021-03,hertfordshire-street,2428,2158.0,460,563,557,629,269,584,268,72,152,41,51,68
414,2021-03,humberside-street,2939,1372.0,935,872,444,226,380,462,126,88,183,36,49,19
415,2021-03,kent-street,6920,4507.0,1052,1568,889,538,502,612,402,70,601,94,85,47
416,2021-03,lancashire-street,5186,8702.0,901,1354,872,549,681,538,310,60,303,84,121,64
417,2021-03,leicestershire-street,3279,888.0,894,749,552,458,294,242,266,110,211,50,83,37
418,2021-03,lincolnshire-street,1823,2045.0,386,469,323,149,218,323,173,61,115,20,48,9
419,2021-03,merseyside-street,5119,3693.0,1584,1140,520,538,607,465,1281,109,336,74,99,92
420,2021-03,metropolitan-street,20101,30615.0,4934,4222,5271,8345,4715,2477,4225,1620,915,1666,404,2156
421,2021-03,norfolk-street,2670,796.0,626,518,332,149,173,244,187,58,169,28,42,23
422,2021-03,north-wales-street,2235,1509.0,614,520,304,81,137,264,144,20,98,17,20,9
423,2021-03,north-yorkshire-street,1490,3265.0,308,433,232,113,131,203,181,87,111,16,35,9
424,2021-03,northamptonshire-street,2718,1690.0,498,521,373,301,205,254,171,61,157,54,52,17
425,2021-03,northern-ireland-street,3668,6717.0,110,1555,706,208,302,377,720,52,267,43,77,20
426,2021-03,northumbria-street,4682,6860.0,1475,1664,839,460,468,650,355,95,390,51,96,66
427,2021-03,nottinghamshire-street,2877,4097.0,639,955,530,550,408,785,372,92,251,63,100,47
428,2021-03,south-wales-street,3322,5681.0,1212,1048,569,497,406,529,425,95,184,43,59,42
429,2021-03,south-yorkshire-street,4791,2923.0,1336,1446,781,869,835,518,377,92,428,121,132,37
430,2021-03,staffordshire-street,2908,2160.0,400,709,529,335,242,419,189,77,111,54,56,20
431,2021-03,suffolk-street,1926,721.0,396,375,267,228,191,204,99,41,90,17,29,21
432,2021-03,surrey-street,2210,2386.0,786,663,496,498,309,260,284,61,158,38,52,17
433,2021-03,sussex-street,3870,5023.0,1053,1028,691,594,324,557,404,152,232,71,103,44
434,2021-03,thames-valley-street,6246,2345.0,1719,1439,1290,1101,659,747,687,309,350,79,136,146
435,2021-03,warwickshire-street,1329,1020.0,261,275,264,264,138,177,149,43,118,22,38,7
436,2021-03,west-mercia-street,3150,4739.0,543,696,502,304,371,428,245,60,127,38,57,24
437,2021-03,west-midlands-street,13838,3801.0,3238,2222,1573,2355,1405,1035,669,152,732,526,433,136
438,2021-03,west-yorkshire-street,10277,4336.0,3097,2404,1434,1175,955,970,749,133,622,162,197,146
439,2021-03,wiltshire-street,1370,1501.0,270,376,234,145,109,215,91,42,71,21,24,17
440,2021-04,avon-and-somerset-street,4248,2948.0,1605,1123,651,718,448,495,233,171,188,126,72,69
441,2021-04,bedfordshire-street,1577,1223.0,410,413,277,297,215,230,132,66,82,46,35,30
442,2021-04,btp-street,729,,600,494,262,52,18,59,326,249,30,85,58,175
443,2021-04,cambridgeshire-street,2099,1272.0,577,642,429,258,219,234,180,254,160,46,64,48
444,2021-04,cheshire-street,3488,2599.0,1298,684,389,161,216,320,80,77,131,23,18,19
445,2021-04,city-of-london-street,48,65.0,23,11,26,6,12,35,64,22,9,8,2,27
446,2021-04,cleveland-street,2353,2234.0,653,773,368,209,260,369,167,39,187,52,55,22
447,2021-04,cumbria-street,1356,1014.0,371,407,208,47,116,113,87,12,54,7,27,4
448,2021-04,derbyshire-street,3360,3345.0,972,791,444,319,283,357,246,53,186,66,63,43
449,2021-04,devon-and-cornwall-street,3867,3505.0,664,1138,521,225,217,289,415,36,185,34,96,39
450,2021-04,dorset-street,1766,2150.0,307,521,346,288,241,235,94,126,45,18,16,22
451,2021-04,durham-street,2372,1932.0,471,791,274,131,162,287,120,39,145,20,28,12
452,2021-04,dyfed-powys-street,1535,751.0,344,322,158,37,105,96,169,15,70,5,16,6
453,2021-04,essex-street,6078,4368.0,1417,1283,814,936,449,619,518,109,312,99,94,70
454,2021-04,gloucestershire-street,1581,2277.0,337,446,277,137,174,198,98,39,91,21,23,13
455,2021-04,gwent-street,1629,1878.0,654,95,279,184,138,173,153,39,122,29,23,11
456,2021-04,hampshire-street,5783,3326.0,1757,1342,785,654,643,702,420,205,205,98,149,54
457,2021-04,hertfordshire-street,2296,2382.0,509,650,590,556,257,564,223,82,145,37,67,64
458,2021-04,humberside-street,2981,1489.0,924,870,491,188,310,396,115,84,218,52,45,26
459,2021-04,kent-street,7398,3872.0,1175,1782,890,621,483,773,359,81,511,95,100,43
460,2021-04,lancashire-street,5381,8344.0,1037,1499,853,521,599,548,277,90,327,75,106,59
461,2021-04,leicestershire-street,3166,957.0,1067,849,516,373,265,254,253,148,228,37,67,37
462,2021-04,lincolnshire-street,1780,1797.0,435,605,348,145,248,325,152,57,99,24,39,18
463,2021-04,merseyside-street,5091,3120.0,1787,1243,578,505,528,504,1011,117,244,82,107,77
464,2021-04,metropolitan-street,19518,27127.0,4977,4308,6123,7126,4203,2687,3791,1843,879,1710,338,2569
465,2021-04,norfolk-street,2759,892.0,689,625,338,115,162,207,222,70,184,29,52,23
466,2021-04,north-wales-street,2301,1675.0,573,568,305,107,150,276,123,16,105,14,12,4
467,2021-04,north-yorkshire-street,1670,2478.0,352,458,247,106,173,270,181,102,94,14,36,7
468,2021-04,northamptonshire-street,2491,1375.0,534,448,355,188,185,296,170,46,111,67,58,25
469,2021-04,northern-ireland-street,4002,6156.0,119,1565,709,175,311,369,746,33,224,34,80,15
470,2021-04,northumbria-street,4561,5986.0,1626,1668,829,523,477,611,284,147,322,46,115,46
471,2021-04,nottinghamshire-street,2968,3584.0,701,1009,568,401,356,705,404,96,230,59,102,64
472,2021-04,south-wales-street,3443,3932.0,1286,968,555,419,442,429,417,111,195,43,55,45
473,2021-04,south-yorkshire-street,4572,2873.0,1398,1471,804,711,705,561,372,114,418,112,131,54
474,2021-04,staffordshire-street,2823,2425.0,372,708,515,302,232,388,89,66,118,46,51,16
475,2021-04,suffolk-street,1953,780.0,446,437,283,179,151,242,128,43,105,21,38,19
476,2021-04,surrey-street,2275,2295.0,729,714,481,437,258,285,248,71,126,31,48,24
477,2021-04,sussex-street,3774,4544.0,1088,1088,705,522,342,630,317,164,202,48,119,47
478,2021-04,thames-valley-street,6151,2454.0,1877,1521,1120,908,519,795,624,393,313,83,144,217
479,2021-04,warwickshire-street,1401,1324.0,289,316,258,210,134,134,86,45,65,26,32,12
480,2021-04,west-mercia-street,3331,4281.0,623,740,509,297,304,465,236,39,142,43,77,27
481,2021-04,west-midlands-street,12352,3522.0,2927,2378,1635,2241,1343,1025,598,208,517,605,378,240
482,2021-04,west-yorkshire-street,10586,4000.0,3406,2451,1413,976,835,962,652,170,593,165,201,154
483,2021-04,wiltshire-street,1343,1416.0,291,442,214,213,106,213,92,61,60,32,24,7
484,2021-05,avon-and-somerset-street,4692,2858.0,1762,1157,783,827,528,585,208,167,204,128,66,81
485,2021-05,bedfordshire-street,1709,1351.0,492,385,310,364,187,224,129,56,89,42,33,28
486,2021-05,btp-street,863,,697,441,322,57,7,67,327,268,32,58,63,262
487,2021-05,cambridgeshire-street,2418,1488.0,639,573,375,324,270,274,199,275,156,59,62,46
488,2021-05,cheshire-street,3416,1784.0,1166,558,379,206,225,338,129,50,113,29,17,16
489,2021-05,city-of-london-street,52,81.0,32,12,36,7,10,48,58,21,12,5,2,52
490,2021-05,cleveland-street,2666,1878.0,735,824,380,248,320,422,216,51,158,55,55,30
491,2021-05,cumbria-street,1499,723.0,415,441,178,36,109,142,95,22,55,11,27,6
492,2021-05,derbyshire-street,3820,2825.0,997,812,514,324,303,400,249,47,188,60,80,50
493,2021-05,devon-and-cornwall-street,4133,3230.0,678,1185,523,271,261,316,342,33,188,41,117,35
494,2021-05,dorset-street,1947,1915.0,346,580,382,371,239,250,97,119,41,24,24,33
495,2021-05,durham-street,2437,1774.0,538,753,291,172,210,268,146,33,161,20,23,23
496,2021-05,dyfed-powys-street,2033,636.0,553,345,189,56,119,109,184,17,85,6,20,12
497,2021-05,essex-street,7009,3753.0,1549,1318,990,998,556,722,530,167,348,87,108,72
498,2021-05,gloucestershire-street,1867,1963.0,397,397,250,132,187,228,111,23,70,25,27,17
499,2021-05,gwent-street,1709,1362.0,685,78,283,206,154,188,159,21,125,24,23,14
500,2021-05,hampshire-street,6528,2947.0,1868,1355,811,763,665,781,499,189,222,84,154,71
501,2021-05,hertfordshire-street,2599,2516.0,491,669,661,592,259,509,249,77,153,50,59,77
502,2021-05,humberside-street,3253,1349.0,1005,934,462,208,348,467,162,104,245,40,38,30
503,2021-05,kent-street,8016,3408.0,1142,1702,949,658,527,771,329,96,471,96,110,63
504,2021-05,lancashire-street,6164,6609.0,1176,1551,914,507,595,657,253,71,342,75,130,96
505,2021-05,leicestershire-street,3376,884.0,1030,829,530,367,297,224,356,157,190,60,59,43
506,2021-05,lincolnshire-street,2046,1593.0,431,561,326,147,220,331,159,78,131,30,53,13
507,2021-05,merseyside-street,6002,2381.0,1860,1259,676,505,529,572,982,131,298,99,100,122
508,2021-05,metropolitan-street,22185,26136.0,5506,4734,6814,7848,4235,3004,3450,2056,953,1768,381,3155
509,2021-05,norfolk-street,3168,922.0,844,645,352,103,176,240,196,89,230,26,56,23
510,2021-05,north-wales-street,2530,1533.0,652,608,319,92,154,263,124,30,118,14,21,12
511,2021-05,north-yorkshire-street,1885,2027.0,397,499,284,84,154,280,162,108,105,18,34,22
512,2021-05,northamptonshire-street,2704,1322.0,512,540,379,230,209,287,183,49,113,56,68,33
513,2021-05,northern-ireland-street,4498,5812.0,113,1435,714,193,268,437,770,42,258,32,99,18
514,2021-05,northumbria-street,5150,4758.0,1659,1649,843,445,491,777,305,117,357,76,128,73
515,2021-05,nottinghamshire-street,3285,3517.0,751,948,633,412,357,747,400,125,226,73,113,62
516,2021-05,south-wales-street,3952,3151.0,1364,906,622,447,380,520,458,110,177,44,61,35
517,2021-05,south-yorkshire-street,5038,2524.0,1356,1328,775,840,795,616,425,71,385,102,165,55
518,2021-05,staffordshire-street,3015,2250.0,356,593,441,257,211,358,101,42,94,49,50,32
519,2021-05,suffolk-street,2225,824.0,485,466,300,161,121,203,191,49,108,23,47,22
520,2021-05,surrey-street,2568,2024.0,861,703,461,417,290,251,253,73,150,39,44,27
521,2021-05,sussex-street,4141,3784.0,1139,1085,755,497,317,675,407,178,224,52,118,59
522,2021-05,thames-valley-street,7033,2246.0,2075,1413,1163,1022,560,753,654,462,310,89,113,213
523,2021-05,warwickshire-street,1558,1007.0,328,362,272,237,147,178,135,27,67,20,38,12
524,2021-05,west-mercia-street,3461,3639.0,621,728,546,309,335,483,208,73,144,35,69,36
525,2021-05,west-midlands-street,14366,2958.0,2974,2493,1610,2409,1339,1041,633,216,576,598,433,277
526,2021-05,west-yorkshire-street,11431,3564.0,3457,2171,1576,1124,895,1061,753,158,598,180,236,173
527,2021-05,wiltshire-street,1604,1367.0,318,469,238,189,120,229,109,51,75,18,33,19
528,2021-06,avon-and-somerset-street,4838,3006.0,1952,1280,820,690,509,571,199,276,196,138,72,78
529,2021-06,bedfordshire-street,1768,1554.0,574,416,337,306,178,277,136,71,91,44,26,34
530,2021-06,btp-street,922,,737,406,377,57,6,59,222,333,21,52,40,290
531,2021-06,cambridgeshire-street,2524,1461.0,748,540,459,292,250,257,167,346,172,58,58,46
532,2021-06,cheshire-street,3652,1837.0,1343,597,420,211,196,277,96,61,130,30,26,6
533,2021-06,city-of-london-street,91,99.0,56,29,50,19,10,64,63,20,20,10,5,34
534,2021-06,cleveland-street,2763,2224.0,807,782,456,228,320,464,164,56,203,52,55,36
535,2021-06,cumbria-street,1530,542.0,458,386,205,62,82,118,67,12,60,11,19,11
536,2021-06,derbyshire-street,4114,2734.0,1092,872,544,319,300,425,215,67,230,64,69,39
537,2021-06,devon-and-cornwall-street,4240,3477.0,822,1167,571,344,291,334,310,37,208,59,82,35
538,2021-06,dorset-street,2028,2054.0,427,564,408,319,230,200,75,128,49,41,26,22
539,2021-06,durham-street,2448,1820.0,601,790,321,174,213,228,108,39,143,16,30,25
540,2021-06,dyfed-powys-street,1796,536.0,554,379,210,76,113,94,136,9,73,4,19,13
541,2021-06,essex-street,7000,4065.0,1731,1318,956,838,477,619,425,160,283,110,99,125
542,2021-06,gloucestershire-street,1831,1886.0,388,414,288,147,169,217,110,44,98,23,32,20
543,2021-06,gwent-street,1780,1391.0,877,94,251,171,123,172,113,45,130,24,19,17
544,2021-06,hampshire-street,6679,3154.0,2182,1328,846,748,660,756,424,265,238,96,165,78
545,2021-06,hertfordshire-street,2590,2735.0,544,619,644,599,280,527,193,92,146,49,49,72
546,2021-06,humberside-street,3267,1512.0,1128,918,488,235,379,448,137,108,241,42,39,24
547,2021-06,kent-street,7527,3541.0,1201,1620,881,510,488,666,298,85,440,69,94,86
